sentence,decade
Ideal spot to have a quiet smoke and read the _Church Times._ Marriage ads they never try to beautify.,1910s
"The hand with which he raised his glass to his lips shook slightly, but his eyes held Sir James’s defiantly.",1910s
"He was usually very quick and brave of eye and noted for his inability to perceive a distinction between his own habit and the habit of others, his western character preserving itself inviolate amid a confusion of manners.",1910s
"No born gentleman, no-one with the most rudimentary promptings of a gentleman would stoop to such particularly loathsome conduct.",1910s
"I’ve got t’bacca heart.” Myra pictured an all-night tobacco debauch, with Amory pale and reeling from the effect of nicotined lungs.",1910s
"There is, I feel in the words, some goad of the flesh driving him into a new passion, a darker shadow of the first, darkening even his own understanding of himself.",1910s
Do you mean to say that you prefer to continue towing pack horses in the presence of this queen of song and the dance just because you think Coleman can throw out his chest a little more than you.,1910s
"When Julius came bursting up in his car, I felt it wasn’t part of Mr. Brown’s plan--and that there would probably be trouble.",1910s
Then keep them waiting months for their fee.,1910s
"Isabelle, Clara, Rosalind, Eleanor, were all removed by their very beauty, around which men had swarmed, from the possibility of contributing anything but a sick heart and a page of puzzled words to write.",1910s
"They are fighting just ahead of us on the road and if you want to save yourselves don't waste time.""",1910s
"Yes,"" continued Coleman, "" I am going to say something definite.",1910s
"Mrs. Vandemeyer was expecting a guest to dinner, and Tuppence accordingly laid the beautifully polished table for two.",1910s
"If Beresford has still got the upper hand, there’s nothing to fear.",1910s
"The party stopped at a well, and when he offered her a drink from his cup he thought she accepted it with scant thanks.",1910s
I guess it was just the kind of story he was expecting.,1910s
My face feels as if it were made of tin.,1910s
"Faunman he met in Clamart woods, brandishing a winebottle.",1910s
“You cannot mean to shoot me?” “Of course I do.,1910s
"He passes, struck by the stare of truculent Wellington, but in the convex mirror grin unstruck the bonham eyes and fatchuck cheekchops of Jollypoldy the rixdix doldy._ _At Antonio Rabaiotti’s door Bloom halts, sweated under the bright arclamp.",1910s
With a keep quiet relief his eyes took note this is the street here middle of the day of Bob Doran’s bottle shoulders.,1910s
(She sees herself in the mirror of the dressing-table and commences to shimmy enthusiastically.),1910s
"Bare clean closestools waiting in the window of William Miller, plumber, turned back his thoughts.",1910s
"Hard after them Myles Crawford appeared on the steps, his hat aureoling his scarlet face, talking with J. J. O’Molloy.",1910s
"Whittington was in a hurry to get rid of you this morning, but next time he’ll want to know something more before he parts with his money.",1910s
So you can go right ahead and tell us the whole story.,1910s
It was something like putting a wrap about the shoulders of a statue.,1910s
"(And deep under the aching sadness that will pass in time, Rosalind feels that she has lost something, she knows not what, she knows not why.)",1910s
"There’s a very good man in Paris--makes a study of these cases--but Mrs. Vandemeyer opposed the idea of publicity that might result from such a course.” “I can imagine she would,” said Sir James grimly.",1910s
"She’s a—she’s a sort of vampire, I think—and she can make girls do what she wants usually—only she hates girls.",1910s
")_ TOM ROCHFORD: _(A hand to his breastbone, bows.",1910s
Buck Mulligan’s again heavy face eyed Stephen awhile.,1910s
They look just as good as new.” They cut them carefully and ripped away the oilskin.,1910s
Can you get there by then?” The reply was reassuring.,1910s
"He sat down, cut and buttered a slice of the loaf.",1910s
"He was drinking bottled stout with his chop; be sat with a face of wood. """,1910s
"The conversation that she had overheard, although interesting in that it proved beyond doubt the complicity of both Rita and Boris, threw very little light on the present preoccupations.",1910s
"He was a pedant, to the most extreme point, the greatest pedant I had met on earth, and with that had a vanity only befitting Alexander of Macedon.",1910s
"Do you see the tide flowing quickly in on all sides, sheeting the lows of sand quickly, shellcocoacoloured?",1910s
"Shrill, with deep laughter, after, gold after bronze, they urged each each to peal after peal, ringing in changes, bronzegold, goldbronze, shrilldeep, to laughter after laughter.",1910s
"If you start at once I think you can catch the connection.” Tommy looked up, puzzled.",1910s
The dragoman told the correspondent that the Turks had run away from the village on up a valley toward Jannina.,1910s
Or only an American millionaire of unfortunate ancestry?,1910s
"He climbed over the sedge and eely oarweeds and sat on a stool of rock, resting his ashplant in a grike.",1910s
"“Well, there it is, you see what you are pitting yourselves against?",1910s
"he queried of the sailor, now returning after his private potation and the rest of his exertions.",1910s
"—Quite right, Martin Cunningham said, taking the list.",1910s
"BLOOM: _(Scared, hats himself, steps back, then, plucking at his heart and lifting his right forearm on the square, he gives the sign and dueguard of fellowcraft.",1910s
